year,team_id,batting_players,batting_age,runs_per_game,g,pa,ab,r,h,d,t,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,tb,gdp,hbp,sh,sf,ibb,lob
2013,CHC,56,27.9,3.72,162,6079,5498,602,1307,297,18,172,576,63,32,439,1230,.238,.300,.392,.693,88,2156,120,67,43,30,28,1092
2013,CHW,47,29.1,3.69,162,6077,5563,598,1385,237,19,148,574,105,42,411,1207,.249,.302,.378,.680,84,2104,124,34,19,48,23,1068
2013,CIN,39,28.5,4.31,162,6293,5499,698,1370,274,20,155,664,67,35,585,1245,.249,.327,.391,.718,96,2149,129,76,85,46,65,1191
2013,CLE,49,28.5,4.60,162,6165,5465,745,1391,290,23,171,711,117,36,562,1283,.255,.327,.410,.737,108,2240,106,51,31,56,19,1126
2013,COL,43,27.7,4.36,162,6152,5599,706,1511,283,36,159,673,112,32,427,1204,.270,.323,.418,.741,92,2343,111,26,65,35,26,1118
2013,DET,39,29.9,4.91,162,6388,5735,796,1625,292,23,176,767,35,20,531,1073,.283,.346,.434,.780,111,2491,146,43,32,47,40,1250
2013,HOU,50,25.9,3.77,162,6020,5457,610,1307,266,16,148,566,110,61,426,1535,.240,.299,.375,.674,86,2049,110,52,46,38,17,1007
2013,KCR,43,27.0,4.00,162,6093,5549,648,1443,254,34,112,620,153,32,422,1048,.260,.315,.379,.694,89,2101,131,42,37,42,38,1110
2013,LAA,49,27.9,4.52,162,6260,5588,733,1476,270,39,164,696,82,34,523,1221,.264,.329,.414,.743,109,2316,150,48,37,64,40,1144
2013,LAD,49,30.6,4.01,162,6145,5491,649,1447,281,17,138,618,78,28,476,1146,.264,.326,.396,.722,103,2176,130,57,71,48,45,1175
2013,MIA,53,27.7,3.17,162,6021,5449,513,1257,219,31,95,485,78,29,432,1232,.231,.293,.335,.627,73,1823,131,56,57,26,31,1080
2013,MIL,40,27.9,3.95,162,6064,5474,640,1381,238,43,157,610,142,50,407,1183,.252,.311,.398,.708,93,2176,116,71,77,35,22,1071
2013,MIN,44,28.3,3.79,162,6212,5564,614,1346,285,15,151,590,52,33,533,1430,.242,.312,.380,.692,90,2114,103,52,29,32,20,1206
2013,NYM,53,28.3,3.82,162,6207,5559,619,1318,263,32,130,593,114,35,512,1384,.237,.306,.366,.672,91,2035,106,51,53,32,40,1137
2013,NYY,56,31.8,4.01,162,6045,5449,650,1321,247,24,144,614,115,31,466,1214,.242,.307,.376,.683,88,2048,121,57,36,36,33,1064
2013,OAK,44,28.3,4.73,162,6209,5521,767,1403,301,25,186,725,74,28,573,1178,.254,.327,.419,.745,108,2312,108,45,21,49,29,1126
2013,PHI,51,30.0,3.77,162,6014,5456,610,1355,255,32,140,578,73,29,417,1205,.248,.306,.384,.690,91,2094,131,53,57,31,41,1061
2013,PIT,49,27.9,3.91,162,6135,5486,634,1346,273,35,161,603,94,42,469,1330,.245,.313,.396,.709,100,2172,120,88,62,29,41,1126
2013,SDP,47,28.1,3.81,162,6122,5517,618,1349,246,26,146,578,118,34,467,1309,.245,.308,.378,.686,96,2085,99,52,52,34,36,1126
2013,SEA,47,28.6,3.85,162,6172,5558,624,1318,249,17,188,597,49,23,529,1353,.237,.306,.390,.695,97,2165,122,31,26,28,21,1131
2013,SFG,44,28.7,3.88,162,6168,5552,629,1446,280,35,107,596,67,26,469,1078,.260,.320,.381,.702,101,2117,131,39,66,42,40,1187
2013,STL,44,28.6,4.83,162,6202,5557,783,1494,322,20,125,745,45,22,481,1110,.269,.332,.401,.733,103,2231,154,64,56,44,38,1087
2013,TBR,42,29.6,4.29,163,6242,5538,700,1421,296,23,165,670,73,38,589,1171,.257,.329,.408,.737,107,2258,140,36,24,55,31,1172
2013,TEX,46,29.6,4.48,163,6196,5585,730,1465,262,23,176,691,149,46,462,1067,.262,.323,.412,.735,99,2301,124,61,45,42,26,1110
2013,TOR,53,29.0,4.40,162,6152,5537,712,1398,273,24,185,669,112,41,510,1123,.252,.318,.411,.729,97,2274,133,38,29,38,19,1065
2013,WSN,44,27.7,4.05,162,6047,5436,656,1365,259,27,161,621,88,28,464,1192,.251,.313,.398,.710,95,2161,115,40,68,39,35,1071
2014,ARI,42,28.1,3.98,102,3850,3514,406,900,181,28,81,383,53,19,245,732,.256,.308,.393,.701,94,1380,80,31,34,22,21,696
2014,ATL,34,26.9,3.85,101,3823,3447,389,846,154,18,85,370,58,20,295,854,.245,.309,.375,.683,90,1291,67,29,32,19,19,709
2014,BAL,35,28.1,4.29,100,3809,3475,429,909,160,8,122,415,29,11,244,756,.262,.315,.418,.733,103,1451,79,40,23,27,23,696
2014,BOS,38,30.2,3.97,101,3900,3459,401,863,182,15,79,380,31,20,357,803,.249,.325,.379,.704,97,1312,97,45,10,29,27,750
2014,CHC,36,27.3,3.88,99,3738,3371,384,798,171,23,92,371,43,26,273,848,.237,.298,.383,.681,86,1291,51,32,36,26,18,644
2014,CHW,39,28.0,4.22,102,3853,3493,430,876,179,22,100,402,60,20,291,874,.251,.313,.401,.713,97,1399,81,34,11,24,21,681
2014,CIN,37,29.0,3.85,101,3767,3386,389,829,182,11,87,368,85,34,268,783,.245,.305,.382,.687,90,1294,56,35,49,26,18,666
2014,CLE,42,29.1,4.46,101,3903,3480,450,890,177,14,97,433,58,17,335,739,.256,.324,.398,.722,105,1386,83,29,26,32,10,722
2014,COL,43,27.5,4.67,102,3833,3485,476,980,194,21,117,453,59,30,250,751,.281,.331,.450,.781,105,1567,78,27,37,34,23,663
2014,DET,36,29.8,4.78,98,3720,3368,468,939,211,16,101,455,66,32,272,685,.279,.332,.441,.773,110,1485,80,21,14,45,23,645
2014,HOU,41,25.8,3.90,101,3783,3399,394,814,147,15,107,373,78,20,311,897,.239,.309,.386,.695,93,1312,82,40,10,23,12,678
2014,KCR,40,27.9,3.98,100,3778,3448,398,911,183,15,57,371,83,20,244,590,.264,.316,.376,.691,90,1295,84,31,21,34,13,697
2014,LAA,48,29.4,4.96,100,3919,3513,496,934,192,19,105,471,59,23,323,779,.266,.331,.421,.752,114,1479,75,36,15,32,22,711
2014,LAD,40,29.5,4.13,103,3919,3474,425,893,194,26,78,405,91,36,353,782,.257,.329,.395,.724,105,1373,75,32,33,27,18,737
2014,MIA,42,27.6,4.13,100,3869,3457,413,877,153,20,81,393,40,11,323,900,.254,.319,.380,.699,93,1313,80,21,43,24,31,725
2014,MIL,34,28.7,4.39,102,3863,3490,448,898,191,23,103,423,70,27,257,766,.257,.315,.414,.729,101,1444,84,47,46,23,19,652
2014,MIN,39,28.3,4.17,100,3850,3421,417,843,190,12,74,390,51,21,355,831,.246,.321,.374,.695,93,1279,59,33,12,29,14,747
2014,NYM,41,28.9,3.93,101,3906,3443,397,823,181,8,75,381,69,25,359,832,.239,.314,.362,.676,93,1245,66,32,44,28,32,739
2014,NYY,46,32.9,3.95,100,3815,3442,395,866,151,17,85,370,71,19,291,705,.252,.313,.379,.693,93,1306,74,33,18,30,12,709
2014,OAK,39,29.5,4.96,100,3932,3485,496,882,169,20,104,468,56,12,376,702,.253,.329,.403,.731,107,1403,72,32,8,29,20,721
2014,PHI,45,31.0,3.82,101,3902,3528,386,841,153,17,81,367,65,17,291,824,.238,.300,.360,.660,84,1271,50,27,34,21,30,733
2014,PIT,39,27.4,4.19,101,3927,3465,423,893,150,20,90,407,71,26,346,803,.258,.334,.390,.724,104,1353,81,58,38,20,30,770
2014,SDP,43,28.6,2.99,100,3577,3239,299,696,144,20,69,281,56,19,258,803,.215,.275,.336,.611,76,1087,77,22,33,24,12,597
2014,SEA,38,27.6,3.92,101,3761,3438,396,842,156,21,81,377,54,27,241,799,.245,.299,.373,.673,91,1283,54,36,22,23,18,649
2014,SFG,32,28.8,4.00,102,3807,3430,408,843,165,24,91,392,39,19,286,796,.246,.307,.387,.694,99,1329,72,29,30,32,29,670
2014,STL,40,28.8,3.68,101,3791,3385,372,848,186,15,65,357,41,15,288,712,.251,.317,.372,.689,92,1259,93,53,39,26,22,721
2014,TBR,39,29.5,3.95,102,3935,3481,403,882,184,14,80,389,40,19,355,712,.253,.327,.383,.710,101,1334,90,40,24,35,22,772
2014,TEX,51,28.9,4.05,101,3770,3410,409,884,169,21,71,381,67,41,262,734,.259,.316,.384,.700,93,1308,93,35,30,31,25,664
2014,TOR,47,29.2,4.50,102,3866,3475,459,902,176,16,122,438,49,15,326,724,.260,.326,.425,.751,105,1476,77,28,19,18,13,713
2014,WSN,35,29.0,4.24,99,3806,3406,420,854,179,17,86,388,53,9,304,813,.251,.317,.389,.706,96,1325,60,35,37,24,18,711
